2023-02-08 09:02:16,015 | INFO  | restartedMain | Starting AdminServiceApplication using Java 11.0.17 on LAPTOP-9DOSIF2G with PID 5052 (D:\code\admin-social-service\target\classes started by dat do in D:\code\admin-social-service)
2023-02-08 09:02:22,662 | INFO  | restartedMain | HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2023-02-08 09:02:22,901 | INFO  | restartedMain | HHH000400: Using dialect: org.hibernate.dialect.Oracle10gDialect
2023-02-08 09:02:23,128 | INFO  | restartedMain | HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2023-02-08 09:02:23,139 | INFO  | restartedMain | Initialized JPA EntityManagerFactory for persistence unit 'default'
2023-02-08 09:02:23,196 | WARN  | restartedMain | spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-02-08 09:02:23,389 | INFO  | restartedMain | Cluster created with settings {hosts=[172.16.10.74:27017, 172.16.10.74:27018, 172.16.10.74:27019], mode=MULTIPLE, requiredClusterType=REPLICA_SET, serverSelectionTimeout='30000 ms', requiredReplicaSetName='ewalletRepl'}
2023-02-08 09:02:23,390 | INFO  | restartedMain | Adding discovered server 172.16.10.74:27017 to client view of cluster
2023-02-08 09:02:23,424 | INFO  | restartedMain | Adding discovered server 172.16.10.74:27018 to client view of cluster
2023-02-08 09:02:23,426 | INFO  | restartedMain | Adding discovered server 172.16.10.74:27019 to client view of cluster
2023-02-08 09:02:23,484 | INFO  | cluster-rtt-ClusterId{value='63e302af6c71944b16f1eb35', description='null'}-172.16.10.74:27018 | Opened connection [connectionId{localValue:5, serverValue:116245}] to 172.16.10.74:27018
2023-02-08 09:02:23,484 | INFO  | cluster-rtt-ClusterId{value='63e302af6c71944b16f1eb35', description='null'}-172.16.10.74:27017 | Opened connection [connectionId{localValue:6, serverValue:137678}] to 172.16.10.74:27017
2023-02-08 09:02:23,484 | INFO  | cluster-ClusterId{value='63e302af6c71944b16f1eb35', description='null'}-172.16.10.74:27017 | Opened connection [connectionId{localValue:1, serverValue:137679}] to 172.16.10.74:27017
2023-02-08 09:02:23,484 | INFO  | cluster-rtt-ClusterId{value='63e302af6c71944b16f1eb35', description='null'}-172.16.10.74:27019 | Opened connection [connectionId{localValue:4, serverValue:116254}] to 172.16.10.74:27019
2023-02-08 09:02:23,484 | INFO  | cluster-ClusterId{value='63e302af6c71944b16f1eb35', description='null'}-172.16.10.74:27019 | Opened connection [connectionId{localValue:2, serverValue:116255}] to 172.16.10.74:27019
2023-02-08 09:02:23,485 | INFO  | cluster-ClusterId{value='63e302af6c71944b16f1eb35', description='null'}-172.16.10.74:27018 | Opened connection [connectionId{localValue:3, serverValue:116246}] to 172.16.10.74:27018
2023-02-08 09:02:23,485 | INFO  | cluster-ClusterId{value='63e302af6c71944b16f1eb35', description='null'}-172.16.10.74:27017 | Monitor thread successfully connected to server with description ServerDescription{address=172.16.10.74:27017, type=REPLICA_SET_PRIMARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=17, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=39097100, setName='ewalletRepl', canonicalAddress=172.16.10.74:27017, hosts=[172.16.10.74:27019, 172.16.10.74:27018, 172.16.10.74:27017], passives=[], arbiters=[], primary='172.16.10.74:27017', tagSet=TagSet{[]}, electionId=7fffffff0000000000000004, setVersion=1, topologyVersion=TopologyVersion{processId=63d79c81c69316ad36930c7a, counter=6}, lastWriteDate=Wed Feb 08 09:00:52 ICT 2023, lastUpdateTimeNanos=157777822787100}
2023-02-08 09:02:23,485 | INFO  | cluster-ClusterId{value='63e302af6c71944b16f1eb35', description='null'}-172.16.10.74:27019 | Monitor thread successfully connected to server with description ServerDescription{address=172.16.10.74:27019, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=17, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=38187400, setName='ewalletRepl', canonicalAddress=172.16.10.74:27019, hosts=[172.16.10.74:27019, 172.16.10.74:27018, 172.16.10.74:27017], passives=[], arbiters=[], primary='172.16.10.74:27017', tagSet=TagSet{[]}, electionId=null, setVersion=1, topologyVersion=TopologyVersion{processId=63d79c8cff6f5ffeea1a0590, counter=4}, lastWriteDate=Wed Feb 08 09:00:52 ICT 2023, lastUpdateTimeNanos=157777822171400}
2023-02-08 09:02:23,486 | INFO  | cluster-ClusterId{value='63e302af6c71944b16f1eb35', description='null'}-172.16.10.74:27018 | Monitor thread successfully connected to server with description ServerDescription{address=172.16.10.74:27018, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=17, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=39024200, setName='ewalletRepl', canonicalAddress=172.16.10.74:27018, hosts=[172.16.10.74:27019, 172.16.10.74:27018, 172.16.10.74:27017], passives=[], arbiters=[], primary='172.16.10.74:27017', tagSet=TagSet{[]}, electionId=null, setVersion=1, topologyVersion=TopologyVersion{processId=63d79c87bf3189ed1406c326, counter=4}, lastWriteDate=Wed Feb 08 09:00:52 ICT 2023, lastUpdateTimeNanos=157777822779500}
2023-02-08 09:02:23,491 | INFO  | cluster-ClusterId{value='63e302af6c71944b16f1eb35', description='null'}-172.16.10.74:27017 | Setting max election id to 7fffffff0000000000000004 from replica set primary 172.16.10.74:27017
2023-02-08 09:02:23,491 | INFO  | cluster-ClusterId{value='63e302af6c71944b16f1eb35', description='null'}-172.16.10.74:27017 | Setting max set version to 1 from replica set primary 172.16.10.74:27017
2023-02-08 09:02:23,491 | INFO  | cluster-ClusterId{value='63e302af6c71944b16f1eb35', description='null'}-172.16.10.74:27017 | Discovered replica set primary 172.16.10.74:27017
2023-02-08 09:02:23,672 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:9, serverValue:116247}] to 172.16.10.74:27018
2023-02-08 09:02:23,672 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:8, serverValue:137680}] to 172.16.10.74:27017
2023-02-08 09:02:23,673 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:7, serverValue:116256}] to 172.16.10.74:27019
2023-02-08 09:02:23,813 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:10, serverValue:137681}] to 172.16.10.74:27017
2023-02-08 09:02:23,816 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:12, serverValue:116257}] to 172.16.10.74:27019
2023-02-08 09:02:23,827 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:11, serverValue:116248}] to 172.16.10.74:27018
2023-02-08 09:02:23,920 | INFO  | restartedMain | LiveReload server is running on port 35729
2023-02-08 09:02:23,958 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:14, serverValue:116258}] to 172.16.10.74:27019
2023-02-08 09:02:23,958 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:15, serverValue:116249}] to 172.16.10.74:27018
2023-02-08 09:02:23,958 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:13, serverValue:137682}] to 172.16.10.74:27017
2023-02-08 09:02:24,962 | INFO  | restartedMain | Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@6b3503db, org.springframework.security.web.context.SecurityContextPersistenceFilter@369e7f2, org.springframework.security.web.header.HeaderWriterFilter@7e3df4f0, org.springframework.web.filter.CorsFilter@6147bd1d, org.springframework.security.web.authentication.logout.LogoutFilter@662ee755, com.epay.ewallet.service.admin.authen.JwtRequestFilter@62e5a876, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@49134f65, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@61096561, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@47327111, org.springframework.security.web.session.SessionManagementFilter@573b804a, org.springframework.security.web.access.ExceptionTranslationFilter@319c8f0a, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@249ca616]
2023-02-08 09:02:25,329 | INFO  | restartedMain | Starting ProtocolHandler ["http-nio-9207"]
2023-02-08 09:02:25,353 | INFO  | restartedMain | Tomcat started on port(s): 9207 (http) with context path ''
2023-02-08 09:02:25,367 | INFO  | restartedMain | Started AdminServiceApplication in 10.506 seconds (JVM running for 13.538)
2023-02-08 09:02:50,586 | INFO  | http-nio-9207-exec-2 | Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-02-08 09:02:50,587 | INFO  | http-nio-9207-exec-2 | Initializing Servlet 'dispatcherServlet'
2023-02-08 09:02:50,588 | INFO  | http-nio-9207-exec-2 | Completed initialization in 1 ms
2023-02-08 09:02:50,611 | INFO  | http-nio-9207-exec-2 | requestId=xxxxxxx | deviceStr={"deviceId":"b4dea98ab1e32c4a","deviceName":"M2101K7AG","os":"Android","versionId":14,"ipAddress":"172.16.13.162"}
2023-02-08 09:02:50,915 | INFO  | http-nio-9207-exec-2 | -=====================> GET_LIST_POST_FILTER{"flag":"SAVED","scope":"USER"}
2023-02-08 09:02:50,921 | INFO  | http-nio-9207-exec-2 | ===> GET_LIST_POST_FILTER => encrypted: false => requestId: xxxxxxx => request raw from client: {"flag":"SAVED","scope":"USER"}
2023-02-08 09:02:50,951 | INFO  | http-nio-9207-exec-2 | ===========> GET_LIST_POST_FILTER => requestId: xxxxxxx => request clear from client: com.epay.ewallet.service.admin.payloads.request.GetListPostFilterRequest@3f3d3afe
2023-02-08 09:02:50,954 | INFO  | http-nio-9207-exec-2 | xxxxxxx | GET_LIST_POST_FILTER | Start | header={"authorization":"Bearer eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiIwOTcyNzMwMTkxIiwiZXhwIjoxNjc1ODMwODMwLCJpYXQiOjE2NzU2NTA4MzB9.YYWGNarZGoPRTiR00CydjUY2U5rMF-9L3pmFZcezArlRXfuX48AsbxkRAjOxfudK0of15gGqzUd672cxF_11VQ","device":"{\"deviceId\":\"b4dea98ab1e32c4a\",\"deviceName\":\"M2101K7AG\",\"os\":\"Android\",\"versionId\":14,\"ipAddress\":\"172.16.13.162\"}","requestid":"xxxxxxx","content-type":"application/json","user-agent":"PostmanRuntime/7.30.1","accept":"*/*","postman-token":"cb9bc57c-fa92-4032-bae0-5c2b41df12f2","host":"localhost:9207","accept-encoding":"gzip, deflate, br","connection":"keep-alive","content-length":"45"} | request={"flag":"SAVED","scope":"USER"} | encrypted=false
2023-02-08 09:02:50,975 | INFO  | http-nio-9207-exec-2 | ===> GET_LIST_POST_FILTER => userDO from DB: User [id=2883, phoneNumber=0972730191, name=null, email=null, status=1, personalId=null, personalIdType=null, address=null, lang=VN, password=$2a$10$sD5IqVsQDudn3NFjJfOQKet730AkYh0iqvyurmAJininwn6NF3uwG, companyId=3, avatar=null]
2023-02-08 09:02:50,982 | INFO  | http-nio-9207-exec-2 | GET LIST POST FILTER 
2023-02-08 09:02:51,116 | INFO  | http-nio-9207-exec-2 | Opened connection [connectionId{localValue:16, serverValue:137689}] to 172.16.10.74:27017
2023-02-08 09:02:51,163 | INFO  | http-nio-9207-exec-2 | ===> GET_LIST_POST_FILTER => response clear: {"ecode":"1111","message":"Transaction failed","p_ecode":"1111","p_message":"Failure"}
2023-02-08 09:03:23,574 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:18, serverValue:116260}] to 172.16.10.74:27018
2023-02-08 09:03:23,601 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:19, serverValue:116269}] to 172.16.10.74:27019
2023-02-08 09:03:23,601 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:17, serverValue:137696}] to 172.16.10.74:27017
2023-02-08 09:03:23,642 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:20, serverValue:116261}] to 172.16.10.74:27018
2023-02-08 09:03:23,667 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:22, serverValue:137697}] to 172.16.10.74:27017
2023-02-08 09:03:23,671 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:21, serverValue:116270}] to 172.16.10.74:27019
2023-02-08 09:03:23,732 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:23, serverValue:116262}] to 172.16.10.74:27018
2023-02-08 09:03:23,747 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:25, serverValue:116271}] to 172.16.10.74:27019
2023-02-08 09:03:23,747 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:24, serverValue:137698}] to 172.16.10.74:27017
2023-02-08 09:04:25,514 | INFO  | restartedMain | Starting AdminServiceApplication using Java 11.0.17 on LAPTOP-9DOSIF2G with PID 6812 (D:\code\admin-social-service\target\classes started by dat do in D:\code\admin-social-service)
2023-02-08 09:04:25,516 | INFO  | restartedMain | No active profile set, falling back to 1 default profile: "default"
2023-02-08 09:04:25,522 | INFO  | background-preinit | HV000001: Hibernate Validator 6.2.3.Final
2023-02-08 09:04:25,566 | INFO  | restartedMain | The Class-Path manifest attribute in C:\Users\tien dat\.m2\repository\com\oracle\database\security\oraclepki\21.3.0.0\oraclepki-21.3.0.0.jar referenced one or more files that do not exist: file:/C:/Users/tien%20dat/.m2/repository/com/oracle/database/security/oraclepki/21.3.0.0/osdt_core.jar,file:/C:/Users/tien%20dat/.m2/repository/com/oracle/database/security/oraclepki/21.3.0.0/osdt_cert.jar,file:/C:/Users/tien%20dat/.m2/repository/com/oracle/database/security/oraclepki/oracle.osdt/osdt_core.jar,file:/C:/Users/tien%20dat/.m2/repository/com/oracle/database/security/oraclepki/oracle.osdt/osdt_cert.jar
2023-02-08 09:04:25,568 | INFO  | restartedMain | Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-02-08 09:04:25,568 | INFO  | restartedMain | For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-02-08 09:04:26,618 | INFO  | restartedMain | Multiple Spring Data modules found, entering strict repository configuration mode!
2023-02-08 09:04:26,619 | INFO  | restartedMain | Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2023-02-08 09:04:26,667 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.CommentRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2023-02-08 09:04:26,672 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.GroupsettingRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2023-02-08 09:04:26,677 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.PostsRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2023-02-08 09:04:26,680 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.UserGroupRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2023-02-08 09:04:26,684 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.UserRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2023-02-08 09:04:26,685 | INFO  | restartedMain | Finished Spring Data repository scanning in 57 ms. Found 0 JPA repository interfaces.
2023-02-08 09:04:26,703 | INFO  | restartedMain | Multiple Spring Data modules found, entering strict repository configuration mode!
2023-02-08 09:04:26,704 | INFO  | restartedMain | Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
2023-02-08 09:04:26,748 | INFO  | restartedMain | Finished Spring Data repository scanning in 43 ms. Found 5 MongoDB repository interfaces.
2023-02-08 09:04:27,207 | INFO  | restartedMain | Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@d0dfa08' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-02-08 09:04:27,213 | INFO  | restartedMain | Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-02-08 09:04:27,761 | INFO  | restartedMain | Tomcat initialized with port(s): 9207 (http)
2023-02-08 09:04:27,769 | INFO  | restartedMain | Initializing ProtocolHandler ["http-nio-9207"]
2023-02-08 09:04:27,770 | INFO  | restartedMain | Starting service [Tomcat]
2023-02-08 09:04:27,770 | INFO  | restartedMain | Starting Servlet engine: [Apache Tomcat/9.0.62]
2023-02-08 09:04:27,877 | INFO  | restartedMain | Initializing Spring embedded WebApplicationContext
2023-02-08 09:04:27,878 | INFO  | restartedMain | Root WebApplicationContext: initialization completed in 2309 ms
2023-02-08 09:04:28,287 | INFO  | restartedMain | authen - Starting...
2023-02-08 09:04:28,292 | WARN  | restartedMain | Registered driver with driverClassName=oracle.jdbc.driver.OracleDriver was not found, trying direct instantiation.
2023-02-08 09:04:28,663 | INFO  | restartedMain | authen - Driver does not support get/set network timeout for connections. (Receiver class oracle.jdbc.driver.T4CConnection does not define or inherit an implementation of the resolved method 'abstract int getNetworkTimeout()' of interface java.sql.Connection.)
2023-02-08 09:04:28,673 | INFO  | restartedMain | authen - Start completed.
2023-02-08 09:04:28,720 | INFO  | restartedMain | HHH000204: Processing PersistenceUnitInfo [name: default]
2023-02-08 09:04:28,787 | INFO  | restartedMain | HHH000412: Hibernate ORM core version 5.6.8.Final
2023-02-08 09:04:28,954 | INFO  | restartedMain | HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2023-02-08 09:04:29,079 | INFO  | restartedMain | HHH000400: Using dialect: org.hibernate.dialect.Oracle10gDialect
2023-02-08 09:04:29,306 | INFO  | restartedMain | HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2023-02-08 09:04:29,318 | INFO  | restartedMain | Initialized JPA EntityManagerFactory for persistence unit 'default'
2023-02-08 09:04:29,389 | WARN  | restartedMain | spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-02-08 09:04:29,736 | INFO  | restartedMain | Cluster created with settings {hosts=[172.16.10.74:27017, 172.16.10.74:27018, 172.16.10.74:27019], mode=MULTIPLE, requiredClusterType=REPLICA_SET, serverSelectionTimeout='30000 ms', requiredReplicaSetName='ewalletRepl'}
2023-02-08 09:04:29,738 | INFO  | restartedMain | Adding discovered server 172.16.10.74:27017 to client view of cluster
2023-02-08 09:04:29,800 | INFO  | restartedMain | Adding discovered server 172.16.10.74:27018 to client view of cluster
2023-02-08 09:04:29,803 | INFO  | restartedMain | Adding discovered server 172.16.10.74:27019 to client view of cluster
2023-02-08 09:04:29,902 | INFO  | cluster-ClusterId{value='63e3032d35371b202b7ae2e2', description='null'}-172.16.10.74:27019 | Opened connection [connectionId{localValue:6, serverValue:116284}] to 172.16.10.74:27019
2023-02-08 09:04:29,902 | INFO  | cluster-rtt-ClusterId{value='63e3032d35371b202b7ae2e2', description='null'}-172.16.10.74:27018 | Opened connection [connectionId{localValue:2, serverValue:116274}] to 172.16.10.74:27018
2023-02-08 09:04:29,902 | INFO  | cluster-rtt-ClusterId{value='63e3032d35371b202b7ae2e2', description='null'}-172.16.10.74:27019 | Opened connection [connectionId{localValue:5, serverValue:116283}] to 172.16.10.74:27019
2023-02-08 09:04:29,902 | INFO  | cluster-ClusterId{value='63e3032d35371b202b7ae2e2', description='null'}-172.16.10.74:27018 | Opened connection [connectionId{localValue:3, serverValue:116275}] to 172.16.10.74:27018
2023-02-08 09:04:29,902 | INFO  | cluster-rtt-ClusterId{value='63e3032d35371b202b7ae2e2', description='null'}-172.16.10.74:27017 | Opened connection [connectionId{localValue:4, serverValue:137710}] to 172.16.10.74:27017
2023-02-08 09:04:29,902 | INFO  | cluster-ClusterId{value='63e3032d35371b202b7ae2e2', description='null'}-172.16.10.74:27017 | Opened connection [connectionId{localValue:1, serverValue:137711}] to 172.16.10.74:27017
2023-02-08 09:04:29,903 | INFO  | cluster-ClusterId{value='63e3032d35371b202b7ae2e2', description='null'}-172.16.10.74:27019 | Monitor thread successfully connected to server with description ServerDescription{address=172.16.10.74:27019, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=17, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=76386300, setName='ewalletRepl', canonicalAddress=172.16.10.74:27019, hosts=[172.16.10.74:27019, 172.16.10.74:27018, 172.16.10.74:27017], passives=[], arbiters=[], primary='172.16.10.74:27017', tagSet=TagSet{[]}, electionId=null, setVersion=1, topologyVersion=TopologyVersion{processId=63d79c8cff6f5ffeea1a0590, counter=4}, lastWriteDate=Wed Feb 08 09:03:02 ICT 2023, lastUpdateTimeNanos=157904240077600}
