2022-12-14 10:03:28,534 | INFO  | restartedMain | Starting AdminServiceApplication using Java 1.8.0_172 on DUNGTV_T with PID 5968 (D:\du_an\Dropbox\demo1.8\admin-social-service\admin-social-service\target\classes started by DELL in D:\du_an\Dropbox\demo1.8\admin-social-service\admin-social-service)
2022-12-14 10:03:39,516 | INFO  | restartedMain | Cluster created with settings {hosts=[172.16.10.74:27017], mode=SINGLE, requiredClusterType=UNKNOWN, serverSelectionTimeout='30000 ms'}
2022-12-14 10:03:39,719 | INFO  | cluster-ClusterId{value='63993d0bcd2faa0f004c3aaa', description='null'}-172.16.10.74:27017 | Opened connection [connectionId{localValue:1, serverValue:575562}] to 172.16.10.74:27017
2022-12-14 10:03:39,719 | INFO  | cluster-rtt-ClusterId{value='63993d0bcd2faa0f004c3aaa', description='null'}-172.16.10.74:27017 | Opened connection [connectionId{localValue:2, serverValue:575563}] to 172.16.10.74:27017
2022-12-14 10:03:39,721 | INFO  | cluster-ClusterId{value='63993d0bcd2faa0f004c3aaa', description='null'}-172.16.10.74:27017 | Monitor thread successfully connected to server with description ServerDescription{address=172.16.10.74:27017, type=REPLICA_SET_PRIMARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=17, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=75818200, setName='ewalletRepl', canonicalAddress=172.16.10.74:27017, hosts=[172.16.10.74:27019, 172.16.10.74:27018, 172.16.10.74:27017], passives=[], arbiters=[], primary='172.16.10.74:27017', tagSet=TagSet{[]}, electionId=7fffffff0000000000000001, setVersion=1, topologyVersion=TopologyVersion{processId=63774dc0f7d8fa57944e3ea2, counter=6}, lastWriteDate=Wed Dec 14 10:02:33 ICT 2022, lastUpdateTimeNanos=1733900689046200}
2022-12-14 10:03:40,406 | INFO  | restartedMain | LiveReload server is running on port 35729
2022-12-14 10:03:42,338 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:3, serverValue:575564}] to 172.16.10.74:27017
2022-12-14 10:03:42,427 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:4, serverValue:575567}] to 172.16.10.74:27017
2022-12-14 10:03:42,624 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:5, serverValue:575568}] to 172.16.10.74:27017
2022-12-14 10:03:43,338 | INFO  | restartedMain | Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@5c1828b4, org.springframework.security.web.context.SecurityContextPersistenceFilter@70375d98, org.springframework.security.web.header.HeaderWriterFilter@6abb1d91, org.springframework.web.filter.CorsFilter@134e7a0a, org.springframework.security.web.authentication.logout.LogoutFilter@62ead7b2, com.epay.ewallet.service.admin.authen.JwtRequestFilter@5d2c6657, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@5bf81276, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@45165d3, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@4c1898b4, org.springframework.security.web.session.SessionManagementFilter@2312933c, org.springframework.security.web.access.ExceptionTranslationFilter@5aca38c7, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@43705575]
2022-12-14 10:03:44,085 | INFO  | restartedMain | Starting ProtocolHandler ["http-nio-9207"]
2022-12-14 10:03:44,137 | INFO  | restartedMain | Tomcat started on port(s): 9207 (http) with context path ''
2022-12-14 10:03:44,162 | INFO  | restartedMain | Started AdminServiceApplication in 16.581 seconds (JVM running for 23.618)
2022-12-14 10:04:12,960 | INFO  | http-nio-9207-exec-2 | Initializing Spring DispatcherServlet 'dispatcherServlet'
2022-12-14 10:04:12,961 | INFO  | http-nio-9207-exec-2 | Initializing Servlet 'dispatcherServlet'
2022-12-14 10:04:12,963 | INFO  | http-nio-9207-exec-2 | Completed initialization in 2 ms
2022-12-14 10:04:13,009 | INFO  | http-nio-9207-exec-2 | requestId=b0e41babe42048a8a8edf0c4f604b9ff | deviceStr={"deviceId":"b4dea98ab1e32c4a","deviceName":"M2101K7AG","os":"Android","versionId":14,"ipAddress":"172.16.13.162"}
2022-12-14 10:04:13,616 | INFO  | http-nio-9207-exec-2 | ===> APPROVE_POSTS => encrypted: false => requestId: b0e41babe42048a8a8edf0c4f604b9ff => request raw from client: {"groupId":"3","flag":"ON"}
2022-12-14 10:04:13,690 | INFO  | http-nio-9207-exec-2 | ===========> APPROVE_POSTS => requestId: b0e41babe42048a8a8edf0c4f604b9ff => request clear from client: ApprovePostRequest [groupId=3, flag=ON]
2022-12-14 10:04:13,696 | INFO  | http-nio-9207-exec-2 | b0e41babe42048a8a8edf0c4f604b9ff | APPROVE_POSTS | Start | header={"authorization":"Bearer eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiIwOTcxNjUxNTEyIiwiZXhwIjoxNjcwOTk2MTI2LCJpYXQiOjE2NzA4MTYxMjZ9.9suMq8--ZzcyO8PCEZKzbSguTh3FO0mQtkDuZfceLmh0yHlsTAfGJj1qdpaLi5pY1mgFjaLbP6A8mDCXIy_xYw","device":"{\"deviceId\":\"b4dea98ab1e32c4a\",\"deviceName\":\"M2101K7AG\",\"os\":\"Android\",\"versionId\":14,\"ipAddress\":\"172.16.13.162\"}","requestid":"b0e41babe42048a8a8edf0c4f604b9ff","content-type":"application/json","user-agent":"PostmanRuntime/7.28.3","accept":"*/*","postman-token":"2b31b953-f478-4c7e-a641-0c842fe0b5e0","host":"localhost:9207","accept-encoding":"gzip, deflate, br","connection":"keep-alive","content-length":"86"} | request={"groupId":"3","flag":"ON"} | encrypted=false
2022-12-14 10:04:13,712 | INFO  | http-nio-9207-exec-2 | ===> APPROVE_POSTS => userDO from DB: User [id=2684, phoneNumber=0971651512, name=null, email=null, status=1, personalId=null, personalIdType=null, address=null, lang=VN, password=$2a$10$tbEs9sJqPKdRMyUNUF/vmexx8roBuUms.4hlqKf8k6DLZIGBTMPsm, companyId=3, avatar=https://firebasestorage.googleapis.com/v0/b/ewallet-31945.appspot.com/o/emo%2F0971651512%2Favatar.jpg?alt=media&token=e8fef9d8-5100-4476-9208-c1820c00000e]
2022-12-14 10:04:13,713 | INFO  | http-nio-9207-exec-2 | Approve post service start.......
2022-12-14 10:04:13,715 | INFO  | http-nio-9207-exec-2 | Validate start.......
2022-12-14 10:04:13,716 | INFO  | http-nio-9207-exec-2 | Validate end.
2022-12-14 10:04:14,040 | INFO  | http-nio-9207-exec-2 | Opened connection [connectionId{localValue:6, serverValue:575573}] to 172.16.10.74:27017
2022-12-14 10:04:14,148 | INFO  | http-nio-9207-exec-2 | Check quyền Admin/SupperAdmin
2022-12-14 10:04:14,158 | INFO  | http-nio-9207-exec-2 | Check ApprovePost co ton tai trong DB
2022-12-14 10:04:14,160 | INFO  | http-nio-9207-exec-2 | Insert groupsetting
2022-12-14 10:04:14,252 | INFO  | http-nio-9207-exec-2 | ===> APPROVE_POSTS => response clear: {"ecode":"0000","message":"Successful","p_ecode":"0000","p_message":"Successful"}
2022-12-14 10:04:39,841 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:7, serverValue:575582}] to 172.16.10.74:27017
2022-12-14 10:04:39,914 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:8, serverValue:575583}] to 172.16.10.74:27017
2022-12-14 10:04:39,996 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:9, serverValue:575584}] to 172.16.10.74:27017
2022-12-14 10:05:39,841 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:10, serverValue:575600}] to 172.16.10.74:27017
2022-12-14 10:05:39,912 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:11, serverValue:575601}] to 172.16.10.74:27017
2022-12-14 10:05:39,988 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:12, serverValue:575602}] to 172.16.10.74:27017
2022-12-14 10:06:39,825 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:13, serverValue:575624}] to 172.16.10.74:27017
2022-12-14 10:06:39,902 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:14, serverValue:575625}] to 172.16.10.74:27017
2022-12-14 10:06:39,985 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:15, serverValue:575626}] to 172.16.10.74:27017
2022-12-14 10:07:39,854 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:16, serverValue:575639}] to 172.16.10.74:27017
2022-12-14 10:07:39,933 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:17, serverValue:575640}] to 172.16.10.74:27017
2022-12-14 10:07:40,011 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:18, serverValue:575641}] to 172.16.10.74:27017
2022-12-14 10:08:39,838 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:19, serverValue:575661}] to 172.16.10.74:27017
2022-12-14 10:08:39,917 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:20, serverValue:575662}] to 172.16.10.74:27017
2022-12-14 10:08:40,012 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:21, serverValue:575663}] to 172.16.10.74:27017
2022-12-14 10:09:39,799 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:22, serverValue:575678}] to 172.16.10.74:27017
2022-12-14 10:09:39,873 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:23, serverValue:575679}] to 172.16.10.74:27017
2022-12-14 10:09:39,976 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:24, serverValue:575680}] to 172.16.10.74:27017
2022-12-14 10:10:39,835 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:25, serverValue:575696}] to 172.16.10.74:27017
2022-12-14 10:10:39,967 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:26, serverValue:575697}] to 172.16.10.74:27017
2022-12-14 10:10:40,066 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:27, serverValue:575698}] to 172.16.10.74:27017
2022-12-14 10:11:39,878 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:28, serverValue:575720}] to 172.16.10.74:27017
2022-12-14 10:11:40,060 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:29, serverValue:575721}] to 172.16.10.74:27017
2022-12-14 10:11:40,270 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:30, serverValue:575722}] to 172.16.10.74:27017
2022-12-14 10:12:39,806 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:31, serverValue:575735}] to 172.16.10.74:27017
2022-12-14 10:12:39,922 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:32, serverValue:575736}] to 172.16.10.74:27017
2022-12-14 10:12:40,008 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:33, serverValue:575737}] to 172.16.10.74:27017
2022-12-14 10:13:39,798 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:34, serverValue:575751}] to 172.16.10.74:27017
2022-12-14 10:13:39,874 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:35, serverValue:575752}] to 172.16.10.74:27017
2022-12-14 10:13:39,947 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:36, serverValue:575753}] to 172.16.10.74:27017
2022-12-14 10:14:39,855 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:37, serverValue:575768}] to 172.16.10.74:27017
2022-12-14 10:14:39,930 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:38, serverValue:575769}] to 172.16.10.74:27017
2022-12-14 10:14:40,001 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:39, serverValue:575770}] to 172.16.10.74:27017
2022-12-14 10:15:39,833 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:40, serverValue:575794}] to 172.16.10.74:27017
2022-12-14 10:15:39,909 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:41, serverValue:575795}] to 172.16.10.74:27017
2022-12-14 10:15:39,982 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:42, serverValue:575796}] to 172.16.10.74:27017
2022-12-14 10:16:39,828 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:43, serverValue:575817}] to 172.16.10.74:27017
2022-12-14 10:16:39,902 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:44, serverValue:575818}] to 172.16.10.74:27017
2022-12-14 10:16:39,974 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:45, serverValue:575819}] to 172.16.10.74:27017
2022-12-14 10:17:39,821 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:46, serverValue:575834}] to 172.16.10.74:27017
2022-12-14 10:17:39,923 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:47, serverValue:575835}] to 172.16.10.74:27017
2022-12-14 10:17:39,999 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:48, serverValue:575836}] to 172.16.10.74:27017
2022-12-14 10:18:39,806 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:49, serverValue:575849}] to 172.16.10.74:27017
2022-12-14 10:18:39,878 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:50, serverValue:575850}] to 172.16.10.74:27017
2022-12-14 10:18:39,961 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:51, serverValue:575851}] to 172.16.10.74:27017
2022-12-14 10:19:39,803 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:52, serverValue:575866}] to 172.16.10.74:27017
2022-12-14 10:19:39,880 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:53, serverValue:575867}] to 172.16.10.74:27017
2022-12-14 10:19:39,961 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:54, serverValue:575868}] to 172.16.10.74:27017
2022-12-14 10:20:39,823 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:55, serverValue:575889}] to 172.16.10.74:27017
2022-12-14 10:20:39,909 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:56, serverValue:575890}] to 172.16.10.74:27017
2022-12-14 10:20:40,006 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:57, serverValue:575891}] to 172.16.10.74:27017
2022-12-14 10:21:39,840 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:58, serverValue:575908}] to 172.16.10.74:27017
2022-12-14 10:21:39,913 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:59, serverValue:575909}] to 172.16.10.74:27017
2022-12-14 10:21:39,985 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:60, serverValue:575910}] to 172.16.10.74:27017
2022-12-14 10:22:39,835 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:61, serverValue:575923}] to 172.16.10.74:27017
2022-12-14 10:22:39,905 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:62, serverValue:575924}] to 172.16.10.74:27017
2022-12-14 10:22:39,997 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:63, serverValue:575925}] to 172.16.10.74:27017
2022-12-14 10:23:39,832 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:64, serverValue:575938}] to 172.16.10.74:27017
2022-12-14 10:23:39,906 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:65, serverValue:575939}] to 172.16.10.74:27017
2022-12-14 10:23:39,981 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:66, serverValue:575940}] to 172.16.10.74:27017
2022-12-14 10:24:39,844 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:67, serverValue:575955}] to 172.16.10.74:27017
2022-12-14 10:24:39,914 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:68, serverValue:575956}] to 172.16.10.74:27017
2022-12-14 10:24:39,989 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:69, serverValue:575957}] to 172.16.10.74:27017
2022-12-14 10:25:39,805 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:70, serverValue:575973}] to 172.16.10.74:27017
2022-12-14 10:25:39,880 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:71, serverValue:575974}] to 172.16.10.74:27017
2022-12-14 10:25:39,952 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:72, serverValue:575975}] to 172.16.10.74:27017
2022-12-14 10:26:39,847 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:73, serverValue:575991}] to 172.16.10.74:27017
2022-12-14 10:26:39,927 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:74, serverValue:575992}] to 172.16.10.74:27017
2022-12-14 10:26:40,010 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:75, serverValue:575993}] to 172.16.10.74:27017
2022-12-14 10:27:39,832 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:76, serverValue:576005}] to 172.16.10.74:27017
2022-12-14 10:27:39,905 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:77, serverValue:576006}] to 172.16.10.74:27017
2022-12-14 10:27:39,980 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:78, serverValue:576007}] to 172.16.10.74:27017
2022-12-14 10:28:39,834 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:79, serverValue:576020}] to 172.16.10.74:27017
2022-12-14 10:28:39,914 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:80, serverValue:576021}] to 172.16.10.74:27017
2022-12-14 10:28:39,994 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:81, serverValue:576022}] to 172.16.10.74:27017
2022-12-14 10:29:39,810 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:82, serverValue:576037}] to 172.16.10.74:27017
2022-12-14 10:29:39,896 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:83, serverValue:576038}] to 172.16.10.74:27017
2022-12-14 10:29:40,013 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:84, serverValue:576039}] to 172.16.10.74:27017
2022-12-14 10:30:39,817 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:85, serverValue:576055}] to 172.16.10.74:27017
2022-12-14 10:30:39,890 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:86, serverValue:576056}] to 172.16.10.74:27017
