2022-11-30 14:17:14,178 | INFO  | background-preinit | HV000001: Hibernate Validator 6.2.3.Final
2022-11-30 14:19:40,226 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.PostDetailRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2022-11-30 14:19:40,230 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.PostRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2022-11-30 14:19:40,236 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.RolesRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2022-11-30 14:19:40,241 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.TagRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2022-11-30 14:19:40,247 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.UserGroupRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2022-11-30 14:19:40,253 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.UserRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2022-11-30 14:19:40,255 | INFO  | restartedMain | Finished Spring Data repository scanning in 74 ms. Found 0 JPA repository interfaces.
2022-11-30 14:19:40,269 | INFO  | restartedMain | Multiple Spring Data modules found, entering strict repository configuration mode!
2022-11-30 14:19:40,270 | INFO  | restartedMain | Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
2022-11-30 14:19:40,316 | INFO  | restartedMain | Finished Spring Data repository scanning in 46 ms. Found 12 MongoDB repository interfaces.
2022-11-30 14:19:40,456 | INFO  | restartedMain | Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@29bef427' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-11-30 14:19:40,456 | INFO  | restartedMain | Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-11-30 14:19:40,576 | INFO  | restartedMain | Tomcat initialized with port(s): 9207 (http)
2022-11-30 14:19:40,576 | INFO  | restartedMain | Initializing ProtocolHandler ["http-nio-9207"]
2022-11-30 14:19:40,577 | INFO  | restartedMain | Starting service [Tomcat]
2022-11-30 14:19:40,577 | INFO  | restartedMain | Starting Servlet engine: [Apache Tomcat/9.0.62]
2022-11-30 14:19:40,596 | INFO  | restartedMain | Initializing Spring embedded WebApplicationContext
2022-11-30 14:19:40,596 | INFO  | restartedMain | Root WebApplicationContext: initialization completed in 718 ms
2022-11-30 14:19:40,657 | INFO  | restartedMain | authen - Starting...
2022-11-30 14:19:40,657 | WARN  | restartedMain | Registered driver with driverClassName=oracle.jdbc.driver.OracleDriver was not found, trying direct instantiation.
2022-11-30 14:19:40,846 | INFO  | restartedMain | authen - Driver does not support get/set network timeout for connections. (oracle.jdbc.driver.T4CConnection.getNetworkTimeout()I)
2022-11-30 14:19:40,857 | INFO  | restartedMain | authen - Start completed.
2022-11-30 14:19:40,867 | INFO  | restartedMain | HHH000204: Processing PersistenceUnitInfo [name: default]
2022-11-30 14:19:40,872 | INFO  | restartedMain | HHH000400: Using dialect: org.hibernate.dialect.Oracle10gDialect
2022-11-30 14:19:40,921 | INFO  | restartedMain | HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2022-11-30 14:19:40,921 | INFO  | restartedMain | Initialized JPA EntityManagerFactory for persistence unit 'default'
2022-11-30 14:19:40,946 | WARN  | restartedMain | spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2022-11-30 14:19:40,985 | INFO  | restartedMain | Cluster created with settings {hosts=[172.16.10.74:27017], mode=SINGLE, requiredClusterType=UNKNOWN, serverSelectionTimeout='30000 ms'}
2022-11-30 14:19:41,009 | INFO  | restartedMain | LiveReload server is running on port 35729
2022-11-30 14:19:41,023 | INFO  | cluster-rtt-ClusterId{value='6387040cdfb06962c3e17773', description='null'}-172.16.10.74:27017 | Opened connection [connectionId{localValue:18, serverValue:303890}] to 172.16.10.74:27017
2022-11-30 14:19:41,023 | INFO  | cluster-ClusterId{value='6387040cdfb06962c3e17773', description='null'}-172.16.10.74:27017 | Opened connection [connectionId{localValue:17, serverValue:303889}] to 172.16.10.74:27017
2022-11-30 14:19:41,026 | INFO  | cluster-ClusterId{value='6387040cdfb06962c3e17773', description='null'}-172.16.10.74:27017 | Monitor thread successfully connected to server with description ServerDescription{address=172.16.10.74:27017, type=REPLICA_SET_PRIMARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=17, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=25502700, setName='ewalletRepl', canonicalAddress=172.16.10.74:27017, hosts=[172.16.10.74:27019, 172.16.10.74:27018, 172.16.10.74:27017], passives=[], arbiters=[], primary='172.16.10.74:27017', tagSet=TagSet{[]}, electionId=7fffffff0000000000000001, setVersion=1, topologyVersion=TopologyVersion{processId=63774dc0f7d8fa57944e3ea2, counter=6}, lastWriteDate=Wed Nov 30 14:18:31 ICT 2022, lastUpdateTimeNanos=426461552525200}
2022-11-30 14:19:41,107 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:19, serverValue:303891}] to 172.16.10.74:27017
2022-11-30 14:19:41,201 | INFO  | restartedMain | Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@760a4140, org.springframework.security.web.context.SecurityContextPersistenceFilter@510406c1, org.springframework.security.web.header.HeaderWriterFilter@6f959e13, org.springframework.web.filter.CorsFilter@3cb15026, org.springframework.security.web.authentication.logout.LogoutFilter@34427db4, com.epay.ewallet.service.admin.authen.JwtRequestFilter@26070d0a, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@6fa10b36, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@2c0765d7, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@7eb34db9, org.springframework.security.web.session.SessionManagementFilter@21d916ca, org.springframework.security.web.access.ExceptionTranslationFilter@70b9c44b, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@65753b07]
2022-11-30 14:19:41,209 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:20, serverValue:303892}] to 172.16.10.74:27017
2022-11-30 14:19:41,303 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:21, serverValue:303893}] to 172.16.10.74:27017
2022-11-30 14:19:41,521 | INFO  | restartedMain | Starting ProtocolHandler ["http-nio-9207"]
2022-11-30 14:19:41,527 | INFO  | restartedMain | Tomcat started on port(s): 9207 (http) with context path ''
2022-11-30 14:19:41,532 | INFO  | restartedMain | Started AdminServiceApplication in 1.698 seconds (JVM running for 149.148)
2022-11-30 14:19:41,536 | INFO  | restartedMain | Condition evaluation unchanged
2022-11-30 14:20:06,508 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:22, serverValue:303897}] to 172.16.10.74:27017
2022-11-30 14:20:06,581 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:23, serverValue:303898}] to 172.16.10.74:27017
2022-11-30 14:20:06,672 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:24, serverValue:303899}] to 172.16.10.74:27017
2022-11-30 14:20:22,237 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:25, serverValue:303902}] to 172.16.10.74:27017
2022-11-30 14:20:22,931 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:26, serverValue:303903}] to 172.16.10.74:27017
2022-11-30 14:20:23,433 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:27, serverValue:303907}] to 172.16.10.74:27017
2022-11-30 14:20:25,450 | INFO  | Thread-29 | Closing JPA EntityManagerFactory for persistence unit 'default'
2022-11-30 14:20:25,452 | INFO  | Thread-29 | authen - Shutdown initiated...
2022-11-30 14:20:25,482 | INFO  | Thread-29 | authen - Shutdown completed.
2022-11-30 14:20:25,727 | INFO  | restartedMain | Starting AdminServiceApplication using Java 1.8.0_202 on DESKTOP-4UF2I49 with PID 21140 (C:\Users\ngodu\eclipse-workspace\admin-social-service\target\classes started by ngodu in C:\Users\ngodu\eclipse-workspace\admin-social-service)
2022-11-30 14:20:25,728 | INFO  | restartedMain | No active profile set, falling back to 1 default profile: "default"
2022-11-30 14:20:26,043 | INFO  | restartedMain | Multiple Spring Data modules found, entering strict repository configuration mode!
2022-11-30 14:20:26,043 | INFO  | restartedMain | Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2022-11-30 14:20:26,062 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.ApproveRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2022-11-30 14:20:26,065 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.CategoryRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2022-11-30 14:20:26,069 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.CommentRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2022-11-30 14:20:26,074 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.GroupSettingRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2022-11-30 14:20:26,079 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.HashTagRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2022-11-30 14:20:26,082 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.MediaRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2022-11-30 14:20:26,086 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.PostDetailRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2022-11-30 14:20:26,089 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.PostRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2022-11-30 14:20:26,095 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.RolesRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2022-11-30 14:20:26,098 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.TagRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2022-11-30 14:20:26,101 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.UserGroupRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2022-11-30 14:20:26,105 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.UserRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2022-11-30 14:20:26,106 | INFO  | restartedMain | Finished Spring Data repository scanning in 61 ms. Found 0 JPA repository interfaces.
2022-11-30 14:20:26,115 | INFO  | restartedMain | Multiple Spring Data modules found, entering strict repository configuration mode!
2022-11-30 14:20:26,115 | INFO  | restartedMain | Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
2022-11-30 14:20:26,162 | INFO  | restartedMain | Finished Spring Data repository scanning in 45 ms. Found 12 MongoDB repository interfaces.
2022-11-30 14:20:26,372 | INFO  | restartedMain | Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@19b0ea6d' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-11-30 14:20:26,374 | INFO  | restartedMain | Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-11-30 14:20:26,529 | INFO  | restartedMain | Tomcat initialized with port(s): 9207 (http)
2022-11-30 14:20:26,530 | INFO  | restartedMain | Initializing ProtocolHandler ["http-nio-9207"]
2022-11-30 14:20:26,530 | INFO  | restartedMain | Starting service [Tomcat]
2022-11-30 14:20:26,530 | INFO  | restartedMain | Starting Servlet engine: [Apache Tomcat/9.0.62]
2022-11-30 14:20:26,551 | INFO  | restartedMain | Initializing Spring embedded WebApplicationContext
2022-11-30 14:20:26,551 | INFO  | restartedMain | Root WebApplicationContext: initialization completed in 818 ms
2022-11-30 14:20:26,643 | INFO  | restartedMain | authen - Starting...
2022-11-30 14:20:26,645 | WARN  | restartedMain | Registered driver with driverClassName=oracle.jdbc.driver.OracleDriver was not found, trying direct instantiation.
2022-11-30 14:20:26,805 | INFO  | restartedMain | authen - Driver does not support get/set network timeout for connections. (oracle.jdbc.driver.T4CConnection.getNetworkTimeout()I)
2022-11-30 14:20:26,823 | INFO  | restartedMain | authen - Start completed.
2022-11-30 14:20:26,837 | INFO  | restartedMain | HHH000204: Processing PersistenceUnitInfo [name: default]
2022-11-30 14:20:26,844 | INFO  | restartedMain | HHH000400: Using dialect: org.hibernate.dialect.Oracle10gDialect
2022-11-30 14:20:26,890 | INFO  | restartedMain | HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2022-11-30 14:20:26,891 | INFO  | restartedMain | Initialized JPA EntityManagerFactory for persistence unit 'default'
2022-11-30 14:20:26,929 | WARN  | restartedMain | spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2022-11-30 14:20:26,965 | INFO  | restartedMain | Cluster created with settings {hosts=[172.16.10.74:27017], mode=SINGLE, requiredClusterType=UNKNOWN, serverSelectionTimeout='30000 ms'}
2022-11-30 14:20:27,007 | INFO  | cluster-ClusterId{value='6387043adfb06962c3e17774', description='null'}-172.16.10.74:27017 | Opened connection [connectionId{localValue:28, serverValue:303913}] to 172.16.10.74:27017
2022-11-30 14:20:27,007 | INFO  | cluster-rtt-ClusterId{value='6387043adfb06962c3e17774', description='null'}-172.16.10.74:27017 | Opened connection [connectionId{localValue:29, serverValue:303912}] to 172.16.10.74:27017
2022-11-30 14:20:27,013 | INFO  | cluster-ClusterId{value='6387043adfb06962c3e17774', description='null'}-172.16.10.74:27017 | Monitor thread successfully connected to server with description ServerDescription{address=172.16.10.74:27017, type=REPLICA_SET_PRIMARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=17, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=23261500, setName='ewalletRepl', canonicalAddress=172.16.10.74:27017, hosts=[172.16.10.74:27019, 172.16.10.74:27018, 172.16.10.74:27017], passives=[], arbiters=[], primary='172.16.10.74:27017', tagSet=TagSet{[]}, electionId=7fffffff0000000000000001, setVersion=1, topologyVersion=TopologyVersion{processId=63774dc0f7d8fa57944e3ea2, counter=6}, lastWriteDate=Wed Nov 30 14:19:21 ICT 2022, lastUpdateTimeNanos=426507536946400}
2022-11-30 14:20:27,055 | INFO  | restartedMain | LiveReload server is running on port 35729
2022-11-30 14:20:27,159 | INFO  | MaintenanceTimer-4-thread-1 | Opened connection [connectionId{localValue:30, serverValue:303914}] to 172.16.10.74:27017
2022-11-30 14:20:27,292 | INFO  | MaintenanceTimer-4-thread-1 | Opened connection [connectionId{localValue:31, serverValue:303915}] to 172.16.10.74:27017
2022-11-30 14:20:27,304 | INFO  | restartedMain | Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@139f4a67, org.springframework.security.web.context.SecurityContextPersistenceFilter@4747f753, org.springframework.security.web.header.HeaderWriterFilter@147cdba, org.springframework.web.filter.CorsFilter@65ea5dd, org.springframework.security.web.authentication.logout.LogoutFilter@2ea9bcfc, com.epay.ewallet.service.admin.authen.JwtRequestFilter@453f62c8, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@320f4808, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@d9a79ee, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@20bcd040, org.springframework.security.web.session.SessionManagementFilter@4ca2e9e9, org.springframework.security.web.access.ExceptionTranslationFilter@372852a9, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@160661be]
2022-11-30 14:20:27,373 | INFO  | MaintenanceTimer-4-thread-1 | Opened connection [connectionId{localValue:32, serverValue:303916}] to 172.16.10.74:27017
2022-11-30 14:20:27,722 | INFO  | restartedMain | Starting ProtocolHandler ["http-nio-9207"]
2022-11-30 14:20:27,731 | INFO  | restartedMain | Tomcat started on port(s): 9207 (http) with context path ''
2022-11-30 14:20:27,748 | INFO  | restartedMain | Started AdminServiceApplication in 2.05 seconds (JVM running for 195.355)
2022-11-30 14:20:27,752 | INFO  | restartedMain | Condition evaluation unchanged
2022-11-30 14:20:28,087 | INFO  | http-nio-9207-exec-5 | Initializing Spring DispatcherServlet 'dispatcherServlet'
2022-11-30 14:20:28,087 | INFO  | http-nio-9207-exec-5 | Initializing Servlet 'dispatcherServlet'
2022-11-30 14:20:28,088 | INFO  | http-nio-9207-exec-5 | Completed initialization in 1 ms
2022-11-30 14:20:28,090 | INFO  | http-nio-9207-exec-5 | requestId=b0e41babe42048a8a8edf0c4f604b9ff | deviceStr={"deviceId":"b4dea98ab1e32c4a","deviceName":"M2101K7AG","os":"Android","versionId":14,"ipAddress":"172.16.13.162"}
2022-11-30 14:20:28,338 | INFO  | http-nio-9207-exec-5 | b0e41babe42048a8a8edf0c4f604b9ff | GET_COMMENTS | Start | header={"device":"{\"deviceId\":\"b4dea98ab1e32c4a\",\"deviceName\":\"M2101K7AG\",\"os\":\"Android\",\"versionId\":14,\"ipAddress\":\"172.16.13.162\"}","authorization":"Bearer eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiIwMzY1NTAyMjQxIiwiZXhwIjoxNjY3MzY4OTUzLCJpYXQiOjE2NjcxODg5NTN9.OHkP7oxJJPPbMHIu3znDxdzKhZ19MLfAn9tX4nNjHJa6d02qKFEu2h973O8rWaAAogMh56pWWS4Dz3FzYa3qSw","requestid":"b0e41babe42048a8a8edf0c4f604b9ff","content-type":"application/json","user-agent":"PostmanRuntime/7.29.2","accept":"*/*","cache-control":"no-cache","postman-token":"41228552-0d96-45a2-8a4f-58ef720f4990","host":"localhost:9207","accept-encoding":"gzip, deflate, br","connection":"keep-alive","content-length":"44"} | request={"groupId":"7","flag":"OFF"} | encrypted=false
2022-11-30 14:20:28,500 | INFO  | http-nio-9207-exec-5 | phone 0365502241
2022-11-30 14:20:28,501 | INFO  | http-nio-9207-exec-5 | Approve post service start.......
2022-11-30 14:20:28,502 | INFO  | http-nio-9207-exec-5 | Validate start.......
2022-11-30 14:20:28,503 | INFO  | http-nio-9207-exec-5 | Validate end.
2022-11-30 14:20:28,672 | INFO  | http-nio-9207-exec-5 | Opened connection [connectionId{localValue:33, serverValue:303917}] to 172.16.10.74:27017
2022-11-30 14:20:28,746 | INFO  | http-nio-9207-exec-5 | Check quyền Admin/SupperAdmin
2022-11-30 14:20:28,784 | INFO  | http-nio-9207-exec-5 | Check ApprovePost co ton tai trong DB
2022-11-30 14:20:28,785 | INFO  | http-nio-9207-exec-5 | Update GroupId
2022-11-30 14:20:28,849 | INFO  | http-nio-9207-exec-5 | b0e41babe42048a8a8edf0c4f604b9ff | GET_COMMENTS | End | response={"ecode":"0000","data":{"result":true},"message":"Successful","p_ecode":"0000","p_message":"Successful"}
2022-11-30 14:20:41,099 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:34, serverValue:303918}] to 172.16.10.74:27017
2022-11-30 14:20:41,162 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:35, serverValue:303919}] to 172.16.10.74:27017
2022-11-30 14:20:41,242 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:36, serverValue:303920}] to 172.16.10.74:27017
2022-11-30 14:21:06,466 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:37, serverValue:303932}] to 172.16.10.74:27017
2022-11-30 14:21:06,516 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:38, serverValue:303933}] to 172.16.10.74:27017
2022-11-30 14:21:06,570 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:39, serverValue:303934}] to 172.16.10.74:27017
2022-11-30 14:21:21,507 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:40, serverValue:303938}] to 172.16.10.74:27017
2022-11-30 14:21:21,577 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:41, serverValue:303939}] to 172.16.10.74:27017
2022-11-30 14:21:21,652 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:42, serverValue:303940}] to 172.16.10.74:27017
2022-11-30 14:21:27,278 | INFO  | MaintenanceTimer-4-thread-1 | Opened connection [connectionId{localValue:43, serverValue:303949}] to 172.16.10.74:27017
2022-11-30 14:21:27,337 | INFO  | MaintenanceTimer-4-thread-1 | Opened connection [connectionId{localValue:44, serverValue:303950}] to 172.16.10.74:27017
2022-11-30 14:21:27,414 | INFO  | MaintenanceTimer-4-thread-1 | Opened connection [connectionId{localValue:45, serverValue:303951}] to 172.16.10.74:27017
2022-11-30 14:21:41,116 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:46, serverValue:303954}] to 172.16.10.74:27017
2022-11-30 14:21:41,180 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:47, serverValue:303955}] to 172.16.10.74:27017
2022-11-30 14:21:41,231 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:48, serverValue:303956}] to 172.16.10.74:27017
2022-11-30 14:22:06,503 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:49, serverValue:303961}] to 172.16.10.74:27017
2022-11-30 14:22:06,572 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:50, serverValue:303962}] to 172.16.10.74:27017
2022-11-30 14:22:06,632 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:51, serverValue:303963}] to 172.16.10.74:27017
2022-11-30 14:22:21,503 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:52, serverValue:303966}] to 172.16.10.74:27017
2022-11-30 14:22:21,635 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:53, serverValue:303967}] to 172.16.10.74:27017
2022-11-30 14:22:21,839 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:54, serverValue:303968}] to 172.16.10.74:27017
2022-11-30 14:22:27,075 | INFO  | MaintenanceTimer-4-thread-1 | Opened connection [connectionId{localValue:55, serverValue:303976}] to 172.16.10.74:27017
2022-11-30 14:22:27,124 | INFO  | MaintenanceTimer-4-thread-1 | Opened connection [connectionId{localValue:56, serverValue:303977}] to 172.16.10.74:27017
2022-11-30 14:22:27,180 | INFO  | MaintenanceTimer-4-thread-1 | Opened connection [connectionId{localValue:57, serverValue:303978}] to 172.16.10.74:27017
2022-11-30 14:22:41,088 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:58, serverValue:303979}] to 172.16.10.74:27017
2022-11-30 14:22:41,171 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:59, serverValue:303980}] to 172.16.10.74:27017
2022-11-30 14:22:41,238 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:60, serverValue:303981}] to 172.16.10.74:27017
2022-11-30 14:23:06,481 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:61, serverValue:303993}] to 172.16.10.74:27017
2022-11-30 14:23:06,536 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:62, serverValue:303994}] to 172.16.10.74:27017
2022-11-30 14:23:06,596 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:63, serverValue:303995}] to 172.16.10.74:27017
2022-11-30 14:23:21,482 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:64, serverValue:303998}] to 172.16.10.74:27017
